leg raises_1000151.jpg,legrise,242.13332,190.80681,-38.83494,240.69586,183.15523,-29.349247,241.17842,183.17612,-29.371197,241.54907,183.12595,-29.410587,236.85901,182.61269,-47.33183,234.72836,182.28459,-47.364544,232.50058,181.89319,-47.34368,233.42181,185.30232,16.798538,221.86197,183.63467,-65.986916,240.1921,198.15524,-19.128565,236.17435,197.82216,-43.502228,225.42468,216.07266,57.00885,205.52908,215.75809,-98.42359,243.81114,153.91942,84.59048,208.10696,156.57524,-166.59216,239.75415,100.19409,12.486876,208.45158,91.82605,-161.16907,238.13744,88.564804,7.199933,206.13972,74.06135,-182.5405,240.24974,84.78347,-8.44239,207.0864,72.18194,-167.47617,241.82315,86.88587,2.777664,209.13045,76.29104,-156.43356,233.40112,329.94846,57.559727,223.94412,339.5323,-57.303265,294.6254,311.00784,85.20404,291.1211,313.46365,-61.51116,359.43423,292.1352,127.67697,359.5444,297.05997,-15.251409,372.45856,300.09747,128.95627,372.2667,303.22525,-13.353925,378.10175,257.75534,102.56901,380.35855,259.41998,-57.10146
leg raises_1000161.jpg,legrise,239.30937,186.72304,-61.5649,237.5356,179.2468,-51.53477,238.07384,179.14844,-51.53904,238.63359,178.94112,-51.573013,233.97536,179.0637,-67.952095,232.00047,178.92264,-67.9668,229.89236,178.73976,-67.918884,231.31429,181.70677,-2.6325467,219.69055,181.02464,-78.33439,238.54695,194.98555,-40.933582,234.38629,195.00792,-63.11621,223.87877,211.35806,38.557415,206.61447,213.14386,-106.87738,242.24,150.17699,63.51189,209.52658,154.12216,-174.39188,240.54297,97.12955,-9.030269,207.78064,89.99309,-171.84761,239.8756,78.71916,-16.837236,205.74673,74.47272,-194.64946,240.00352,75.88991,-31.92714,204.95674,73.05631,-181.94783,240.04643,79.50928,-18.592745,207.71385,76.18313,-168.61226,232.74347,331.44098,57.244713,224.49896,340.17203,-57.041508,293.62982,311.37607,97.677864,286.2064,315.6759,-34.42633,357.65396,295.16528,161.71231,357.3852,299.63242,26.877829,368.18427,300.83344,165.48994,366.97043,306.12314,30.261698,379.90186,262.37286,141.82645,380.81622,265.6749,-12.346119
leg raises_100031.jpg,legrise,228.05453,28.61359,-59.622612,230.7553,24.516228,-46.177734,232.63351,24.602444,-46.28332,234.2636,24.588808,-46.329517,225.03407,24.132393,-49.335285,222.30501,23.97001,-49.359943,219.87706,23.836073,-49.385864,236.02457,26.847464,20.234205,215.37613,26.06045,5.1312647,230.86934,34.900433,-35.95703,223.37036,34.6066,-40.32876,248.37445,65.53194,53.866245,199.24396,62.47811,20.062624,259.6846,100.65061,28.001917,189.07297,104.100716,-14.100241,271.4855,108.33782,-46.303516,189.09676,113.23431,-101.55962,280.67505,110.34407,-59.00076,186.23528,115.64383,-115.483536,277.00046,103.49274,-73.58202,188.77794,106.46517,-128.0093,273.5991,103.52147,-53.086365,191.90236,105.84633,-107.55306,246.26758,125.61015,18.107515,214.5763,130.41623,-18.174053,258.94382,139.09761,-128.02515,226.77898,142.74194,-201.48651,260.04575,165.85086,-308.06613,250.6795,162.36862,-374.57837,260.58603,181.26825,-330.5946,252.9451,177.57077,-395.04803,261.97003,147.73215,-355.32565,266.2793,140.11934,-419.33777
leg raises_100041.jpg,legrise,226.15498,33.606,-18.384298,228.81369,29.25804,-2.9959102,230.84605,29.25481,-3.0746806,232.78452,29.26394,-3.1504786,222.94801,29.252966,-4.6567717,220.63728,29.321619,-4.69849,218.20268,29.467724,-4.7145667,235.33159,32.18067,61.738987,213.54161,32.19109,53.344303,229.45776,40.665024,3.7602139,221.69923,40.824905,1.0677218,248.383,70.897896,82.04945,198.3297,68.338326,72.0529,260.34848,112.26073,81.684135,190.1204,108.57022,72.24067,272.25537,130.92188,58.733887,188.18555,132.17477,24.108185,276.4616,135.81021,54.47229,183.91766,136.35614,17.649437,275.298,133.7929,39.38073,183.83449,132.46944,3.1370165,271.71106,131.39206,52.640125,186.0557,130.63747,18.498577,242.25906,130.16661,0.30538607,211.12053,134.64545,-0.21329558,262.742,106.42921,-109.6659,206.41457,149.48271,-198.25456,246.2402,139.69403,-242.82414,221.82848,147.90219,-349.14774,243.15276,153.0851,-260.58676,223.50671,158.12451,-367.0863,242.16748,126.22399,-288.5496,228.28757,119.607765,-405.54996
leg raises_100091.jpg,legrise,225.30515,49.57615,-192.94487,228.59535,43.569794,-180.07158,230.18886,43.529785,-180.18379,231.47923,43.577763,-180.26009,222.4665,43.358616,-182.68294,220.11533,43.16939,-182.69534,218.15114,43.042835,-182.68779,233.21361,44.78566,-94.39934,214.73662,44.61271,-108.277794,228.50435,56.189404,-160.25569,220.9387,56.250698,-164.4421,249.67195,80.55702,-26.566273,198.60475,80.34705,-49.980747,259.7893,121.870155,-72.252754,188.0534,126.49162,-76.39171,269.23962,122.89713,-225.24295,184.60979,125.71887,-212.89932,273.5779,121.78224,-252.6788,184.4697,122.60824,-240.92815,272.97192,116.18171,-265.32358,186.12053,114.407906,-251.39806,269.3479,116.72832,-233.55911,187.49353,114.93184,-219.42073,242.82565,156.4925,18.564247,213.8155,158.18997,-18.400938,256.85486,217.93347,91.16713,237.86975,189.39659,-272.18173,250.5467,268.84647,197.51706,251.2185,227.20393,-333.09207,245.5202,277.2607,202.8237,251.65796,241.56253,-341.9781,259.15134,288.3731,140.45078,263.84695,245.45486,-434.48206
leg raises_100101.jpg,legrise,225.75285,44.288895,-127.860275,228.89502,39.90523,-112.028206,230.54181,39.98226,-112.03307,231.79355,40.07094,-112.05442,222.21472,39.669132,-119.74658,219.45682,39.56413,-119.797386,217.05196,39.499638,-119.85393,232.74063,42.152233,-38.163277,213.39706,41.25201,-74.59218,228.445,50.652756,-101.51963,221.0442,50.750603,-112.040115,242.67804,76.58423,32.988834,196.77107,75.83225,-78.39652,258.79535,112.63129,69.54901,187.28888,113.80433,-137.48114,267.78696,116.1204,86.06805,186.05588,126.21048,-204.11995,267.59995,116.15381,98.13412,182.24931,126.84265,-212.59247,267.83923,110.247635,91.28673,185.94759,119.88635,-215.12329,267.8789,111.9294,85.37248,187.69469,120.557465,-205.02205,233.14583,151.865,45.447292,204.49944,151.9593,-45.480457,238.90329,136.22406,60.763927,219.32199,116.259125,-179.75177,252.93265,126.59327,57.225628,234.54037,105.42922,-286.9062,255.25252,132.13162,54.196194,236.55666,117.05583,-299.34763,256.22266,112.498856,18.28743,237.72769,71.72023,-366.12775
leg raises_100211.jpg,legrise,226.05408,58.98405,-83.82212,227.79178,53.82585,-66.7088,229.33315,53.904957,-66.77265,230.80249,53.96052,-66.798645,222.55673,53.706043,-71.64975,220.0304,53.77532,-71.68717,217.68993,53.95741,-71.687584,231.44832,56.449234,16.387913,212.47372,57.231583,-6.267167,228.47708,65.65614,-53.65894,221.33115,65.83334,-60.337322,245.64023,98.128105,68.238,196.64816,94.56709,7.4183517,257.11023,138.2522,48.444256,189.24646,139.81512,-31.282618,280.2029,144.92624,-46.88476,192.67831,141.77815,-134.42802,287.37314,148.54132,-57.74682,192.96077,140.61072,-151.04721,287.1136,144.688,-72.68563,193.37843,133.75545,-161.43254,282.98407,143.67712,-54.439243,194.49387,133.61333,-139.67114,244.00255,164.30417,33.584846,214.31726,172.42172,-33.70976,281.11093,129.14793,-55.14162,230.2092,145.98082,-209.55334,270.94226,174.77429,-158.63814,267.02856,180.22592,-303.45068,269.09808,184.81091,-173.28781,267.56128,190.39153,-314.78085,273.35434,166.80324,-216.7167,293.24976,161.30614,-369.12796
leg raises_100221.jpg,legrise,230.2677,66.03488,-109.65271,232.3109,60.409634,-93.56371,233.81912,60.634823,-93.70599,235.35297,60.859398,-93.819145,226.40952,60.011757,-97.90928,223.88962,60.027664,-97.908516,221.62294,60.04317,-97.871445,235.90982,63.548042,-7.205894,216.8507,62.94059,-28.409653,232.69089,72.74661,-77.80619,225.02061,72.01021,-83.98898,249.79977,102.43771,46.66469,201.32214,102.86035,11.70936,257.19888,141.35368,14.543848,191.62364,146.33609,-28.574594,275.15872,144.54077,-116.78492,190.13705,147.23141,-158.91591,284.8078,145.23674,-139.20856,191.83617,147.50264,-180.73096,285.31152,139.03828,-155.60876,193.11711,138.11209,-192.90645,281.0137,138.75821,-126.06213,194.66542,137.9588,-165.87039,245.45085,176.89212,19.928837,217.59372,179.18977,-19.875254,264.72382,216.73373,-55.97636,235.83334,208.29349,-250.80316,265.12247,262.59818,-131.135,258.08963,233.27963,-424.1875,261.83783,275.11584,-143.55658,257.16266,245.25711,-443.71085,274.81485,262.9129,-186.70938,280.23218,221.49184,-499.2929
leg raises_1200071.jpg,legrise,239.565,157.26984,-102.731705,239.37924,151.13173,-93.47767,240.01396,151.50816,-93.569786,240.68295,151.77278,-93.546074,235.80434,150.47969,-104.729866,233.70358,150.47623,-104.75476,231.38907,150.37697,-104.71504,235.91495,155.2852,-36.447422,221.64609,153.9474,-93.53203,239.39384,165.94739,-81.39498,234.3011,164.42242,-97.613396,238.43213,181.20941,-3.4263272,205.46094,174.728,-116.531,253.43602,133.0995,-10.363312,210.49911,122.50868,-189.596,260.3399,81.65567,-42.22283,204.27425,64.45531,-162.8925,258.93903,73.68309,-45.9872,199.82675,53.308903,-173.99455,254.3175,71.72525,-48.108803,200.8688,52.137337,-160.78198,254.06424,73.368675,-45.312664,202.90926,55.90573,-159.12672,232.15536,281.50366,55.868484,210.28366,288.33948,-55.47048,263.18277,277.67203,-100.24903,246.95654,302.0259,-235.63535,310.7016,293.07657,-274.28052,303.77014,301.46945,-389.14563,335.09167,302.14597,-293.45755,312.66788,311.31992,-405.50592,338.6815,264.7738,-343.13666,333.71246,271.6493,-470.28656
leg raises_1200081.jpg,legrise,238.77837,157.57204,-66.87279,239.04965,151.56621,-54.42888,239.89908,151.95036,-54.539757,240.76724,152.26466,-54.53359,234.56367,150.78293,-65.31405,232.161,150.69426,-65.31949,229.65062,150.59822,-65.278015,236.8699,155.7249,9.089691,220.09824,154.08784,-45.397564,239.4353,166.35104,-43.558903,233.24342,164.67934,-59.156155,240.39642,183.31845,41.197613,205.16457,176.68352,-71.09339,253.96454,133.63274,43.068398,210.267,122.06582,-148.36417,260.32404,80.72698,20.528397,203.13934,63.30674,-128.74782,258.1918,72.49994,16.239187,198.89911,52.53085,-137.31236,253.65385,69.75593,15.611466,199.91731,51.459038,-127.95905,253.2656,71.847435,18.08196,201.95068,55.33157,-126.19029,233.13441,285.6374,49.241146,209.56183,292.69208,-48.793236,264.64618,287.91888,-164.56635,251.01962,304.54688,-239.36327,317.65662,310.3388,-381.73495,305.09775,317.87692,-447.7078,324.3045,324.0719,-404.47385,312.03125,332.68338,-469.4515,343.02612,278.46954,-452.22137,338.0945,287.09998,-524.6337
